Rocky Linux;https://download.rockylinux.org/pub/rocky/
Ubuntu Server;https://releases.ubuntu.com/
Oracle Linux;https://yum.oracle.com/oracle-linux-isos.html
Windows Server;https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info
